00f2a6d9-31e0-11e6-804e-848f69fd6b70,1,1
00f2a6d9-31e0-11e6-804e-848f69fd6b70,2,1
00f2a6d9-31e0-11e6-804e-848f69fd6b70,3,1
00f2a6d9-31e0-11e6-804e-848f69fd6b70,4,1
00f2a6d9-31e0-11e6-804e-848f69fd6b70,5,1
00f2a6d9-31e0-11e6-804e-848f69fd6b70,6,1
010ef5d2-31e1-11e6-804e-848f69fd6b70,1,0
010ef5d2-31e1-11e6-804e-848f69fd6b70,2,0
010ef5d2-31e1-11e6-804e-848f69fd6b70,3,1
010ef5d2-31e1-11e6-804e-848f69fd6b70,4,1
010ef5d2-31e1-11e6-804e-848f69fd6b70,5,1
010ef5d2-31e1-11e6-804e-848f69fd6b70,6,1
0186d526-31df-11e6-804e-848f69fd6b70,1,1
0186d526-31df-11e6-804e-848f69fd6b70,2,1
0186d526-31df-11e6-804e-848f69fd6b70,3,1
0186d526-31df-11e6-804e-848f69fd6b70,4,1
0186d526-31df-11e6-804e-848f69fd6b70,5,1
0186d526-31df-11e6-804e-848f69fd6b70,6,1
018e5db7-31e3-11e6-804e-848f69fd6b70,1,1
018e5db7-31e3-11e6-804e-848f69fd6b70,2,1
018e5db7-31e3-11e6-804e-848f69fd6b70,3,1
018e5db7-31e3-11e6-804e-848f69fd6b70,4,1
018e5db7-31e3-11e6-804e-848f69fd6b70,5,1
018e5db7-31e3-11e6-804e-848f69fd6b70,6,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,1,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,2,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,3,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,4,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,5,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,6,1
0256fc5e-31e1-11e6-804e-848f69fd6b70,1,0
0256fc5e-31e1-11e6-804e-848f69fd6b70,2,0
0256fc5e-31e1-11e6-804e-848f69fd6b70,3,1
0256fc5e-31e1-11e6-804e-848f69fd6b70,4,1
0256fc5e-31e1-11e6-804e-848f69fd6b70,5,1
0256fc5e-31e1-11e6-804e-848f69fd6b70,6,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,1,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,2,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,3,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,4,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,5,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,6,1
03826cda-31e3-11e6-804e-848f69fd6b70,1,1
03826cda-31e3-11e6-804e-848f69fd6b70,2,1
03826cda-31e3-11e6-804e-848f69fd6b70,3,1
03826cda-31e3-11e6-804e-848f69fd6b70,4,1
03826cda-31e3-11e6-804e-848f69fd6b70,5,1
03826cda-31e3-11e6-804e-848f69fd6b70,6,1
