00f2a6d9-31e0-11e6-804e-848f69fd6b70,1,1
00f2a6d9-31e0-11e6-804e-848f69fd6b70,2,1
010ef5d2-31e1-11e6-804e-848f69fd6b70,1,1
010ef5d2-31e1-11e6-804e-848f69fd6b70,2,1
0186d526-31df-11e6-804e-848f69fd6b70,1,1
0186d526-31df-11e6-804e-848f69fd6b70,2,1
018e5db7-31e3-11e6-804e-848f69fd6b70,1,1
018e5db7-31e3-11e6-804e-848f69fd6b70,2,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,1,1
01bb4a5f-31e3-11e6-804e-848f69fd6b70,2,1
0256fc5e-31e1-11e6-804e-848f69fd6b70,1,1
0256fc5e-31e1-11e6-804e-848f69fd6b70,2,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,1,1
0373c1ac-31e3-11e6-804e-848f69fd6b70,2,1
03826cda-31e3-11e6-804e-848f69fd6b70,1,1
03826cda-31e3-11e6-804e-848f69fd6b70,2,1
04d4a4e9-f8c5-4516-87b3-61a6b409ea7e,1,0
04d4a4e9-f8c5-4516-87b3-61a6b409ea7e,2,1
05a63a4b-31e1-11e6-804e-848f69fd6b70,1,1
05a63a4b-31e1-11e6-804e-848f69fd6b70,2,1
0cab7d93-31e1-11e6-804e-848f69fd6b70,1,1
0cab7d93-31e1-11e6-804e-848f69fd6b70,2,1
0d0e29e9-31e2-11e6-804e-848f69fd6b70,1,1
0d0e29e9-31e2-11e6-804e-848f69fd6b70,2,1
0d4ea9cc-31e2-11e6-804e-848f69fd6b70,1,1
0d4ea9cc-31e2-11e6-804e-848f69fd6b70,2,1
0d533e9b-31df-11e6-804e-848f69fd6b70,1,1
0d533e9b-31df-11e6-804e-848f69fd6b70,2,1
0e24939f-6eee-4dd5-be6c-e993f7defbf8,1,1
0e24939f-6eee-4dd5-be6c-e993f7defbf8,2,1
0edc96ee-31e2-11e6-804e-848f69fd6b70,1,1
0edc96ee-31e2-11e6-804e-848f69fd6b70,2,1
118786A184B1FC4AE0500A0AC86471F9,1,1
118786A184B1FC4AE0500A0AC86471F9,2,1
118786A1850AFC4AE0500A0AC86471F9,1,1
118786A1850AFC4AE0500A0AC86471F9,2,1
118786A1852FFC4AE0500A0AC86471F9,1,1
118786A1852FFC4AE0500A0AC86471F9,2,1
118786A185B5FC4AE0500A0AC86471F9,1,1
118786A185B5FC4AE0500A0AC86471F9,2,1
118786A185C7FC4AE0500A0AC86471F9,1,1
118786A185C7FC4AE0500A0AC86471F9,2,1
118786A185FDFC4AE0500A0AC86471F9,1,1
118786A185FDFC4AE0500A0AC86471F9,2,1
118786A1861EFC4AE0500A0AC86471F9,1,1
118786A1861EFC4AE0500A0AC86471F9,2,1
118786A18629FC4AE0500A0AC86471F9,1,1
118786A18629FC4AE0500A0AC86471F9,2,1
118786A18659FC4AE0500A0AC86471F9,1,1
118786A18659FC4AE0500A0AC86471F9,2,1
